日期,开盘价,最高价,最低价,收盘价,成交量(股),涨跌额,涨跌幅(%)
2017-12-07,9.66,9.66,9.66,9.66,200,0.0,0.0
2017-12-08,9.66,9.66,9.66,9.66,100000,0.0,0.0
2017-12-11,9.65,9.65,9.64,9.65,11561,-0.01,-0.1
2017-12-12,9.66,9.66,9.66,9.66,46077,0.01,0.1
2017-12-13,9.66,9.66,9.66,9.66,5041,0.0,0.0
2017-12-14,9.66,9.66,9.66,9.66,7754,0.0,0.0
2017-12-15,9.66,9.66,9.66,9.66,233329,0.0,0.0
2017-12-18,9.66,9.66,9.66,9.66,36,0.0,0.0
2017-12-19,9.66,9.66,9.66,9.66,2700,0.0,0.0
2017-12-21,9.673,9.673,9.673,9.673,4725,0.0131,0.14
2017-12-27,9.66,9.66,9.66,9.66,50000,-0.0131,-0.14
2017-12-28,9.66,9.67,9.66,9.67,27500,0.01,0.1
2018-01-02,9.68,9.68,9.68,9.68,3100,0.01,0.1
2018-01-03,9.7,9.7,9.68,9.68,10531,0.0,0.0
2018-01-05,9.68,9.68,9.68,9.68,5002,0.0,0.0
2018-01-08,9.74,9.74,9.74,9.68,2,0.0,0.0
2018-01-10,9.73,9.78,9.73,9.78,3804,0.1,1.03
2018-01-11,9.77,9.77,9.77,9.77,148,-0.01,-0.1
2018-01-12,9.77,9.77,9.77,9.77,200,0.0,0.0
2018-01-16,9.77,9.77,9.76,9.76,400,-0.01,-0.1
2018-01-18,9.75,9.75,9.75,9.75,4726,-0.01,-0.1
2018-01-19,9.73,9.73,9.73,9.73,1814,-0.02,-0.21
2018-01-24,9.77,9.77,9.77,9.77,30,0.04,0.41
2018-01-25,9.69,9.69,9.69,9.69,191000,-0.08,-0.82
2018-01-29,9.69,9.7,9.69,9.7,100300,-0.07,-0.72
2018-01-31,9.6801,9.7,9.6801,9.7,50150,-0.07,-0.72
2018-02-06,9.7,9.7001,9.69,9.7,53920,-0.07,-0.72
2018-02-07,9.7,9.7,9.7,9.7,38400,0.0,0.0
2018-02-09,9.76,9.76,9.65,9.7,525563,0.0,0.0
2018-02-12,9.7,9.7,9.7,9.7,60300,0.0,0.0
2018-02-13,9.71,9.71,9.71,9.71,1000,0.01,0.1
2018-02-14,9.71,9.77,9.7,9.77,225841,0.07,0.72
2018-02-20,9.72,9.75,9.75,9.75,202012,-0.02,-0.2
2018-02-23,9.7,9.7,9.7,9.7,263,-0.07,-0.72
2018-02-26,9.75,9.75,9.72,9.72,101800,0.02,0.21
2018-02-27,9.71,9.71,9.71,9.71,700,-0.02,-0.21
2018-02-28,9.71,9.71,9.68,9.7,11400,-0.01,-0.1
2018-03-01,9.7,9.7,9.7,9.7,36300,0.01,0.1
2018-03-02,7.75,9.7,7.75,9.7,13903,0.01,0.1
2018-03-08,9.32,9.73,9.32,9.73,11673,0.03,0.31
2018-03-09,9.73,9.74,9.73,9.74,6982,0.01,0.1
2018-03-20,9.73,9.79,9.72,9.72,9825,-0.02,-0.21
2018-03-21,9.71,9.79,9.71,9.78,60187,0.05,0.51
2018-03-22,9.75,9.75,9.72,9.72,800,-0.06,-0.61
2018-03-23,9.75,9.75,9.72,9.72,400,-0.05,-0.51
2018-03-26,10.17,10.17,10.17,10.17,198,0.45,4.63
2018-03-27,10.14,10.14,9.72,9.75,33823,-0.42,-4.13
2018-03-29,9.76,9.79,9.72,9.72,13474,-0.03,-0.31
2018-04-03,9.73,9.73,9.72,9.73,39400,0.01,0.1
2018-04-04,9.73,9.73,9.73,9.73,136,0.0,0.0
2018-04-06,9.74,9.74,9.74,9.74,100,0.01,0.1
2018-04-10,9.71,9.72,9.7,9.72,61200,-0.27,-2.7
2018-04-11,9.73,9.83,9.73,9.83,77,0.11,1.13
2018-04-12,9.77,9.77,9.77,9.77,50,-0.06,-0.61
2018-04-13,9.76,9.92,9.7301,9.7301,1172,-0.0399,-0.41
2018-04-16,9.73,9.82,9.7101,9.82,3771,0.08,0.82
2018-04-17,9.77,9.97,9.77,9.97,7530,0.15,1.53
2018-04-18,9.7701,9.7701,9.77,9.77,1454,-0.2,-2.01
2018-04-19,9.76,10.13,9.76,10.13,1181,0.34,3.47
2018-04-20,9.78,9.83,9.78,9.83,187,-0.3,-2.96
2018-04-23,9.79,9.83,9.79,9.79,2990,-0.04,-0.41
2018-04-24,9.8,9.8712,9.84,9.84,7363,0.0,0.0
2018-04-25,9.8,9.8,9.8,9.8,149,-0.04,-0.41
2018-04-26,9.83,9.83,9.8,9.82,300,0.02,0.2
2018-04-27,9.79,9.79,9.75,9.75,96,-0.07,-0.71
2018-04-30,9.77,9.77,9.77,9.77,49,0.02,0.21
2018-05-01,9.8,9.8,9.8,9.8,49,0.0,0.0
2018-05-02,9.7801,9.84,9.7801,9.84,1209,0.04,0.41
2018-05-03,9.79,9.84,9.79,9.84,76,0.0,0.0
2018-05-04,9.8,9.8,9.8,9.8,11,-0.04,-0.41
2018-05-07,9.785,9.85,9.78,9.85,2420,0.02,0.2
2018-05-08,9.7801,9.79,9.7801,9.79,1300,-0.06,-0.61
2018-05-09,9.79,9.83,9.79,9.83,9005,0.04,0.41
2018-05-10,9.7901,9.7901,9.78,9.78,3000,-0.05,-0.51
2018-05-11,9.79,9.79,9.79,9.79,1920,0.01,0.1
2018-05-15,9.7901,9.84,9.79,9.8,11954,0.01,0.1
2018-05-17,9.8,9.84,9.8,9.8,25629,0.0,0.0
2018-05-22,9.85,9.85,9.85,9.85,406,0.05,0.51
2018-05-23,9.8,9.8,9.8,9.8,7600,-0.05,-0.51
2018-05-24,9.8,9.8,9.8,9.8,5100,0.0,0.0
2018-05-25,9.83,9.84,9.83,9.84,9300,0.04,0.41
2018-06-04,9.8001,9.8101,9.8,9.8098,9493,-0.0302,-0.31
2018-06-05,9.81,9.81,9.81,9.81,153,0.0002,0.0
2018-06-06,9.82,9.84,9.8,9.8,853853,-0.01,-0.1
2018-06-07,9.8201,9.84,9.82,9.82,32356,0.02,0.2
2018-06-08,9.86,9.86,9.81,9.81,77658,-0.01,-0.1
2018-06-11,9.85,9.88,9.85,9.87,434988,0.06,0.61
2018-06-12,9.88,9.88,9.85,9.87,701261,0.0,0.0
2018-06-13,9.85,9.87,9.85,9.85,278126,-0.02,-0.2
2018-06-14,9.86,9.88,9.86,9.86,916409,0.01,0.1
2018-06-15,9.87,9.88,9.87,9.87,16384,0.01,0.1
2018-06-18,9.85,9.87,9.85,9.87,23138,0.0,0.0
2018-06-19,9.87,9.87,9.86,9.86,12200,-0.01,-0.1
2018-06-20,9.86,9.87,9.85,9.86,51292,0.0,0.0
2018-06-21,9.87,9.8748,9.87,9.8748,600300,0.0148,0.15
2018-06-22,9.89,9.89,9.89,9.89,1500,0.0152,0.15
2018-06-25,9.87,9.88,9.87,9.88,39329,-0.01,-0.1
2018-06-26,9.89,9.89,9.87,9.88,50516,0.0,0.0
2018-06-27,9.88,9.88,9.87,9.87,20204,-0.01,-0.1
2018-06-28,9.88,9.88,9.88,9.88,11551,0.01,0.1
2018-06-29,9.881,9.9,9.881,9.89,11700,0.01,0.1
2018-07-02,9.88,9.88,9.88,9.88,550,-0.01,-0.1
2018-07-03,9.9079,9.9079,9.9079,9.9079,200,0.0279,0.28
2018-07-05,9.9,9.9,9.9,9.9,158,-0.0079,-0.08
2018-07-09,9.88,9.88,9.87,9.88,9443,-0.02,-0.2
2018-07-10,9.8801,9.8801,9.87,9.88,3939,0.0,0.0
2018-07-11,9.87,9.9,9.87,9.9,16886,0.02,0.2
2018-07-12,9.87,9.87,9.87,9.87,34708,-0.03,-0.3
2018-07-13,9.87,9.87,9.87,9.87,200,0.0,0.0
2018-07-16,9.87,9.91,9.87,9.91,4213,0.04,0.41
2018-07-17,9.9,9.9,9.87,9.89,157420,-0.02,-0.2
2018-07-18,9.89,9.9,9.89,9.89,16300,0.0,0.0
2018-07-19,9.92,9.92,9.92,9.92,10100,0.03,0.3
2018-07-20,9.91,9.913,9.89,9.89,4300,-0.03,-0.3
2018-07-23,9.89,9.8901,9.89,9.8901,25200,0.0001,0.0
2018-07-26,9.88,9.88,9.88,9.88,700,-0.0101,-0.1
2018-07-27,9.95,9.95,9.91,9.91,15469,0.03,0.3
2018-07-30,9.91,9.91,9.91,9.91,175,0.0,0.0
2018-07-31,9.92,9.92,9.9,9.92,72041,0.01,0.1
2018-08-01,9.92,9.95,9.92,9.94,953900,0.02,0.2
2018-08-02,9.95,9.95,9.93,9.95,108749,0.01,0.1
2018-08-03,9.95,9.95,9.9,9.9,343,-0.05,-0.5
2018-08-06,9.88,9.95,9.88,9.93,251634,0.03,0.3
2018-08-07,9.95,9.95,9.92,9.92,11400,-0.01,-0.1
2018-08-08,9.93,9.93,9.9,9.9,81200,-0.02,-0.2
2018-08-09,9.8701,9.9,9.8701,9.9,51481,0.0,0.0
2018-08-10,9.9,9.9,9.9,9.9,114701,0.0,0.0
2018-08-13,9.9,9.9,9.88,9.88,12942,-0.02,-0.2
2018-08-14,9.88,9.88,9.88,9.88,1782,0.0,0.0
2018-08-15,9.85,9.89,9.85,9.89,43136,0.01,0.1
2018-08-16,9.93,9.93,9.9,9.9,250103,0.01,0.1
2018-08-17,9.9077,9.95,9.9077,9.95,222,0.05,0.51
2018-08-20,9.92,9.92,9.92,9.92,128,-0.03,-0.3
2018-08-22,9.87,9.92,9.87,9.92,10411,0.0,0.0
2018-08-23,9.95,9.96,9.94,9.96,670651,0.04,0.4
2018-08-24,9.95,9.96,9.945,9.95,50212,-0.01,-0.1
2018-08-27,9.95,9.96,9.915,9.92,1406,-0.03,-0.3
2018-08-28,9.9,9.95,9.9,9.92,2652,0.0,0.0
2018-08-29,9.935,9.935,9.935,9.935,107,0.015,0.15
2018-08-30,9.95,9.95,9.93,9.93,61563,-0.005,-0.05
2018-08-31,9.92,9.92,9.87,9.87,33540,-0.06,-0.6
2018-09-04,9.938,9.95,9.92,9.95,79361,0.08,0.81
2018-09-05,9.94,9.94,9.94,9.94,823,-0.01,-0.1
2018-09-06,9.91,9.95,9.91,9.94,17750,0.0,0.0
2018-09-07,9.93,9.93,9.93,9.93,216,-0.01,-0.1
2018-09-10,9.9499,9.95,9.92,9.92,31260,-0.01,-0.1
2018-09-11,9.92,9.95,9.92,9.95,31198,0.03,0.3
2018-09-12,9.92,9.95,9.92,9.95,50316,0.0,0.0
2018-09-13,9.93,9.94,9.9,9.925,26303,-0.025,-0.25
2018-09-14,9.94,9.94,9.93,9.93,10700,0.005,0.05
2018-09-17,9.94,9.94,9.92,9.92,2825,-0.01,-0.1
2018-09-18,9.95,9.95,9.92,9.95,56319,0.03,0.3
2018-09-19,9.95,9.97,9.94,9.965,11024,0.015,0.15
2018-09-21,9.94,9.96,9.94,9.96,50101,-0.005,-0.05
2018-09-24,9.96,9.96,9.94,9.96,5000,0.0,0.0
2018-09-25,9.95,9.97,9.93,9.96,28005,0.0,0.0
2018-09-28,9.94,9.96,9.94,9.96,300,0.0,0.0
2018-10-01,9.95,10.0,9.95,9.98,498915,0.02,0.2
2018-10-03,10.0,10.0,9.9601,9.9601,227,-0.0199,-0.2
2018-10-04,9.96,9.96,9.96,9.96,1023,-0.0001,0.0
2018-10-05,9.95,9.97,9.94,9.96,2600,0.0,0.0
2018-10-09,9.96,9.96,9.96,9.96,2000,0.0,0.0
2018-10-10,9.96,9.97,9.96,9.97,29000,0.01,0.1
2018-10-11,9.95,9.98,9.95,9.98,286156,0.01,0.1
2018-10-12,9.98,10.0,9.98,9.99,104429,0.01,0.1
2018-10-15,10.0,10.01,10.0,10.01,51584,0.02,0.2
2018-10-16,10.02,10.02,10.0009,10.01,21450,0.0,0.0
2018-10-17,10.01,10.01,10.0,10.0,45850,-0.01,-0.1
2018-10-19,10.0,10.0,10.0,10.0,7000,0.0,0.0
2018-10-22,9.97,10.0,9.95,10.0,9300,0.0,0.0
2018-10-23,10.0,10.02,10.0,10.02,136500,0.02,0.2
2018-10-24,9.98,10.0,9.98,10.0,29450,-0.02,-0.2
2018-10-25,10.02,10.02,9.98,10.0,6404,0.0,0.0
2018-10-26,10.0,10.01,9.97,10.01,38900,0.01,0.1
2018-10-29,10.02,10.02,10.02,10.02,104,0.01,0.1
2018-10-30,10.02,10.02,9.99,10.02,3913311,0.0,0.0
2018-10-31,9.99,10.02,9.99,10.02,62172,0.0,0.0
2018-11-01,10.0,10.02,10.0,10.02,490176,0.0,0.0
2018-11-02,10.0173,10.02,10.0,10.0,153686,-0.02,-0.2
2018-11-05,10.0001,10.0001,10.0001,10.0001,1067,0.0001,0.0
2018-11-06,10.0,10.05,10.0,10.05,108918,0.0499,0.5
2018-11-07,10.05,10.05,10.05,10.05,461,0.0,0.0
2018-11-08,10.05,10.1,10.04,10.05,236757,0.0,0.0
2018-11-09,10.0,10.08,10.0,10.08,1662,0.03,0.3
2018-11-12,10.08,10.08,10.08,10.08,604,0.0,0.0
2018-11-13,10.08,10.08,10.02,10.05,57890,-0.03,-0.3
2018-11-14,10.0,10.08,10.0,10.07,11676,0.02,0.2
2018-11-15,10.03,10.08,10.03,10.07,11704,0.0,0.0
2018-11-16,10.07,10.07,10.0,10.0,819,-0.07,-0.7
2018-11-19,10.08,10.09,10.08,10.09,505,0.09,0.9
2018-11-20,10.03,10.08,10.03,10.08,3140,-0.01,-0.1
2018-11-21,10.05,10.08,10.05,10.08,100400,0.0,0.0
2018-11-23,10.05,10.1,10.05,10.1,66836,0.02,0.2
2018-11-26,10.1,10.1,10.09,10.09,957,-0.01,-0.1
2018-11-27,10.1,10.1,10.05,10.08,127813,-0.01,-0.1
2018-11-30,10.06,10.1,10.06,10.09,7342,0.01,0.1
2018-12-03,10.09,10.1,10.065,10.1,4468,0.01,0.1
2018-12-04,10.09,10.09,10.09,10.09,100177,-0.01,-0.1
2018-12-06,10.05,10.07,10.05,10.05,2185,-0.04,-0.4
2018-12-07,10.0637,10.09,10.05,10.08,58052,0.03,0.3
2018-12-10,10.09,10.1,10.05,10.08,109000,0.0,0.0
2018-12-11,10.11,10.11,10.05,10.089,328273,0.009,0.09
2018-12-12,10.12,10.12,10.06,10.06,252129,-0.029,-0.29
2018-12-13,10.0601,10.08,10.0601,10.08,1379,0.02,0.2
2018-12-14,10.1,10.12,10.08,10.08,1318,0.0,0.0
2018-12-17,10.0801,10.1011,10.06,10.0601,3801,-0.0199,-0.2
2018-12-18,10.06,10.11,10.06,10.08,308799,0.0199,0.2
2018-12-19,10.08,10.09,10.08,10.09,314,0.01,0.1
2018-12-20,10.1,10.1,10.078,10.09,31821,0.0,0.0
2018-12-21,10.08,10.1,10.08,10.1,46209,0.01,0.1
2018-12-26,10.08,10.1,10.08,10.1,12592,0.0,0.0
2018-12-27,10.081,10.12,10.08,10.11,490871,0.01,0.1
2018-12-28,10.09,10.12,10.09,10.11,1894,0.0,0.0
2018-12-31,10.12,10.14,10.11,10.13,227326,0.02,0.2
2019-01-02,10.08,10.14,10.08,10.13,318043,0.0,0.0
2019-01-03,10.12,10.12,10.11,10.12,630541,-0.01,-0.1
2019-01-04,10.12,10.13,10.11,10.13,1129350,0.01,0.1
2019-01-07,10.12,10.13,10.11,10.1168,646345,-0.0132,-0.13
2019-01-08,10.11,10.14,10.11,10.1201,787149,0.0033,0.03
2019-01-09,10.13,10.14,10.12,10.12,2062613,-0.0001,0.0
2019-01-10,10.13,10.13,10.12,10.12,37358,0.0,0.0
2019-01-11,10.12,10.14,10.12,10.13,124106,0.01,0.1
2019-01-14,10.13,10.13,10.12,10.13,96091,0.0,0.0
2019-01-15,10.13,10.15,10.12,10.14,182648,0.01,0.1
2019-01-16,10.14,10.15,10.12,10.13,41411,-0.01,-0.1
2019-01-17,10.15,10.18,10.15,10.18,777563,0.05,0.49
2019-01-18,10.17,10.18,10.16,10.18,28981,0.0,0.0
2019-01-22,10.17,10.181,10.16,10.181,19274,0.001,0.01
2019-01-23,10.15,10.19,10.15,10.19,2974,0.009,0.09
2019-01-24,10.17,10.19,10.16,10.19,518,0.0,0.0
2019-01-25,10.16,10.16,10.16,10.16,1138,-0.03,-0.29
2019-01-28,10.18,10.19,10.18,10.19,24297,0.03,0.3
2019-01-29,10.19,10.2,10.175,10.1875,296871,-0.0025,-0.02
2019-01-30,10.2,10.2,10.1834,10.1834,3393,-0.0041,-0.04
2019-01-31,10.19,10.2,10.18,10.18,81147,-0.0034,-0.03
2019-02-01,10.23,10.23,10.2,10.2,342402,0.02,0.2
2019-02-04,10.19,10.21,10.19,10.2,177277,0.0,0.0
2019-02-06,10.19,10.22,10.19,10.19,66940,-0.01,-0.1
2019-02-07,10.2,10.2,10.18,10.18,8518,-0.01,-0.1
2019-02-08,10.21,10.21,10.189,10.2019,72229,0.0219,0.22
2019-02-11,10.19,10.19,10.18,10.18,75301,-0.0219,-0.21
2019-02-12,10.18,10.23,10.18,10.22,163038,0.04,0.39
2019-02-14,10.21,10.22,10.21,10.21,898,-0.01,-0.1
2019-02-15,10.22,10.25,10.22,10.2462,21033,0.0362,0.35
2019-02-20,10.23,10.25,10.23,10.25,4194,0.0038,0.04
2019-02-21,10.2,10.25,10.2,10.25,2600,0.0,0.0
2019-02-25,10.22,10.25,10.22,10.25,6390,0.0,0.0
2019-02-26,10.1727,10.25,10.17,10.25,2988,0.0,0.0
2019-02-27,10.2156,10.24,10.2156,10.24,6700,-0.01,-0.1
2019-02-28,10.2181,10.25,10.2,10.25,51575,0.01,0.1
2019-03-01,10.21,10.23,10.2,10.23,42112,-0.02,-0.2
2019-03-06,10.25,10.25,10.25,10.25,788,0.02,0.2
2019-03-07,10.225,10.25,10.19,10.24,4146,-0.01,-0.1
2019-03-08,10.2285,10.2285,10.2285,10.2285,864,-0.0115,-0.11
2019-03-11,10.2473,10.2473,10.24,10.24,579,0.0115,0.11
2019-03-12,10.25,10.25,10.2473,10.25,20879,0.01,0.1
2019-03-13,10.23,10.23,10.23,10.23,567,-0.02,-0.2
2019-03-14,10.25,10.26,10.25,10.26,10678,0.03,0.29
2019-03-15,10.2392,10.25,10.23,10.25,103262,-0.01,-0.1
2019-03-18,10.25,10.25,10.23,10.25,136405,0.0,0.0
2019-03-19,10.2363,10.245,10.22,10.2401,142299,-0.0099,-0.1
2019-03-20,10.23,10.25,10.23,10.25,3228,0.0099,0.1
2019-03-21,10.24,10.24,10.24,10.24,1600,-0.01,-0.1
2019-03-22,10.25,10.25,10.24,10.25,250770,0.01,0.1
2019-03-25,10.25,10.26,10.25,10.25,12562,0.0,0.0
2019-03-26,10.27,10.27,10.24,10.25,129854,0.0,0.0
2019-03-28,10.25,10.28,10.25,10.27,174653,0.02,0.2
2019-03-29,10.27,10.27,10.25,10.25,89808,-0.02,-0.19
2019-04-01,10.26,10.26,10.26,10.26,98911,0.01,0.1
2019-04-04,10.28,10.3,10.27,10.29,70622,0.03,0.29
2019-04-05,10.295,10.295,10.295,10.295,123,0.005,0.05
2019-04-08,10.2833,10.29,10.2833,10.29,1408,-0.005,-0.05
2019-04-09,10.3,10.3,10.28,10.2865,3920,-0.0035,-0.03
2019-04-10,10.27,10.3,10.27,10.3,821,0.0135,0.13
2019-04-11,10.291,10.291,10.27,10.27,2344,-0.03,-0.29
2019-04-12,10.3,10.3,10.3,10.3,528,0.03,0.29
2019-04-15,10.3,10.3,10.3,10.3,174,0.0,0.0
2019-04-16,10.285,10.285,10.27,10.27,245,-0.03,-0.29
2019-04-17,10.285,10.285,10.285,10.285,404,0.015,0.15
2019-04-18,10.29,10.29,10.28,10.29,1019,0.005,0.05
2019-04-22,10.28,10.2801,10.28,10.28,624,-0.01,-0.1
2019-04-23,10.32,10.3327,10.32,10.32,7698,0.04,0.39
2019-04-24,10.33,10.33,10.32,10.33,204057,0.01,0.1
2019-04-25,10.3237,10.33,10.3237,10.33,800512,0.0,0.0
2019-04-26,10.31,10.33,10.305,10.33,8562,0.0,0.0
2019-04-29,10.34,10.3799,10.32,10.32,321461,-0.01,-0.1
2019-04-30,10.33,10.38,10.32,10.38,257530,0.06,0.58
2019-05-01,10.36,10.36,10.34,10.34,12347,-0.04,-0.39
2019-05-02,10.35,10.35,10.34,10.34,15426,0.0,0.0
2019-05-03,10.35,10.35,10.32,10.32,26938,-0.02,-0.19
2019-05-09,10.34,10.36,10.32,10.32,71781,0.0,0.0
2019-05-10,10.335,10.3351,10.335,10.3351,303,0.0151,0.15
2019-05-13,10.3421,10.3421,10.33,10.33,26702,-0.0051,-0.05
2019-05-14,10.35,10.3868,10.32,10.32,11102,-0.01,-0.1
2019-05-16,10.32,10.32,10.32,10.32,201,0.0,0.0
2019-05-20,10.32,10.3212,10.32,10.3212,804,0.0012,0.01
2019-05-21,10.34,10.34,10.34,10.34,1525626,0.0188,0.18
2019-05-22,10.34,10.38,10.34,10.38,4851,0.04,0.39
2019-05-23,10.3411,10.38,10.3411,10.37,1129,-0.01,-0.1
2019-05-24,10.3493,10.3493,10.3493,10.3493,267,-0.0207,-0.2
2019-05-30,10.36,10.36,10.34,10.34,2964,-0.0093,-0.09
2019-06-03,10.36,10.38,10.36,10.36,13986,0.02,0.19
2019-06-04,10.38,10.38,10.36,10.36,423,0.0,0.0
2019-06-07,10.4,10.4,10.4,10.4,904,0.04,0.39
2019-06-10,10.39,10.39,10.36,10.36,661,-0.04,-0.38
2019-06-11,10.36,10.36,10.36,10.36,100,0.0,0.0
2019-06-14,10.4219,10.9,10.37,10.5,6590,0.14,1.35
2019-06-18,10.55,10.555,10.5,10.5,7961,0.0,0.0
2019-06-21,10.7,10.7,10.7,10.7,3700,0.2,1.9
2019-06-24,10.4365,10.4365,10.36,10.36,26290,-0.34,-3.18
2019-06-25,10.37,10.37,10.36,10.36,350,0.0,0.0
2019-06-26,10.39,10.39,10.39,10.39,5372,0.03,0.29
2019-06-28,10.38,10.38,10.38,10.38,4121,-0.01,-0.1
2019-07-01,10.435,10.47,10.435,10.435,2115,0.055,0.53
2019-07-03,10.38,10.38,10.38,10.38,242,-0.055,-0.53
2019-07-08,10.48,10.48,10.425,10.45,7036,0.07,0.67
2019-07-09,10.36,10.36,10.3,10.3,1400,-0.15,-1.44
2019-07-10,10.36,10.36,10.36,10.36,600,0.06,0.58
2019-07-16,10.41,10.41,10.38,10.38,1571,0.02,0.19
2019-07-24,10.48,10.49,10.48,10.49,1384,0.11,1.06
2019-07-25,10.4771,10.48,10.43,10.43,1498,-0.06,-0.57
2019-08-07,10.3692,10.3692,10.3692,10.3692,100,-0.0608,-0.58
2019-08-09,9.95,10.31,9.95,10.31,374,-0.0592,-0.57
2019-08-13,10.31,10.31,10.31,10.31,500,0.0,0.0
2019-08-14,10.38,10.38,10.38,10.38,157,0.07,0.68
2019-08-16,10.32,10.32,10.32,10.32,587,-0.06,-0.58
2019-08-19,10.3201,10.3201,10.3201,10.3201,157,0.0001,0.0
2019-08-22,10.3201,10.3201,10.3201,10.3201,176,0.0,0.0
